NUM_OPER,FECHA_CORTE,particion,DIASMORA,TARGET,P_xgboost,P_lightgbm,P_ensemble
223,2019-12-31,train,977,1,0.8377466,0.9995833194031489,0.9186649697906858
227,2017-05-31,train,0,0,0.16982947,0.004903139892531094,0.08736630639598403
227,2017-09-30,train,0,0,0.1725711,0.0009762616494490236,0.08677367724672921
227,2019-04-30,train,51,1,0.8377466,0.9973467156473336,0.9175466679127782
227,2019-05-31,train,0,0,0.17194256,0.0028250764621368754,0.08738381916349489
227,2019-06-30,train,20,0,0.17194256,0.0028275761901189896,0.08738506902748595
227,2019-07-31,train,51,1,0.8377466,0.9983210979692261,0.9180338590737244
227,2019-08-31,train,0,0,0.17194256,0.0035142235650164584,0.08772839271493468
227,2019-09-30,train,0,0,0.17194256,0.0026106015990064154,0.08727658173192966
227,2019-10-31,train,0,0,0.17194256,0.0019658991941408216,0.08695423052949686
227,2019-11-30,train,0,0,0.17194256,0.0018218191085221727,0.08688219048668754
227,2019-12-31,train,0,0,0.17194256,0.0018218191085221727,0.08688219048668754
231,2017-06-30,train,1,0,0.16982947,0.0031412238195496437,0.0864853483594933
231,2017-12-31,train,2,0,0.17316173,0.001393730763816995,0.08727773046703347
231,2018-06-30,train,1,0,0.17682584,0.0023451340520891017,0.08958548517646951
231,2019-08-31,train,2,0,0.17194256,0.0028712231723259296,0.08740689251858942
231,2019-09-30,train,1,0,0.17194256,0.0028712231723259296,0.08740689251858942
231,2019-10-31,train,2,0,0.17194256,0.0028712231723259296,0.08740689251858942
231,2019-11-30,train,1,0,0.17194256,0.002162298372301292,0.08705243011857709
231,2019-12-31,train,2,0,0.17194256,0.0019832684553041874,0.08696291516007855
261,2017-03-31,train,0,0,0.1649145,0.0006898621601625634,0.0828021829268716
261,2019-10-31,train,0,0,0.18763977,0.009325127221828966,0.09848245005691363
261,2019-12-31,train,0,0,0.24152173,0.035329000483478805,0.13842536575124945
269,2017-06-30,train,0,0,0.1790089,0.0360172194170796,0.1075130602681559
269,2019-02-28,train,0,0,0.21596128,0.04201805015379184,0.12898966381934282
269,2019-04-30,train,0,0,0.21596128,0.020724033929034283,0.11834265570696403
269,2019-08-31,train,25,0,0.21596128,0.020489043118443916,0.11822516030166885
269,2019-09-30,train,55,1,0.8377466,0.9990808219448319,0.9184137210615273
269,2019-10-31,train,55,1,0.8377466,0.9990808219448319,0.9184137210615273
269,2019-11-30,train,85,1,0.8377466,0.9991379756255235,0.9184422979018732
269,2019-12-31,train,0,0,0.21274257,0.04433803864126562,0.12854030285182177
282,2018-04-30,train,0,0,0.41932443,0.503997664530195,0.46166104618664444
282,2018-09-30,train,0,0,0.3522643,0.1643171993705589,0.25829075713023336
282,2019-11-30,train,0,0,0.30329433,0.04008874581078744,0.1716915383230649
282,2019-12-31,train,0,0,0.32087103,0.08398813232248212,0.20242957882317497
283,2017-05-31,train,0,0,0.16537526,0.0011388455018181206,0.08325705400033685
283,2017-07-31,train,0,0,0.16537526,0.0024109448149874486,0.08389310365692151
283,2019-01-31,train,0,0,0.26255625,0.023081972117265894,0.14281911349050244
283,2019-02-28,train,0,0,0.22075157,0.051595069245997514,0.13617331896051935
283,2019-03-31,train,0,0,0.22075157,0.059252036707924116,0.14000180269148266
283,2019-04-30,train,0,0,0.22075157,0.048820178076386424,0.13478587337571382
283,2019-05-31,train,0,0,0.19844402,0.04548487461641945,0.12196444917239506
283,2019-06-30,train,0,0,0.19844402,0.04548487461641945,0.12196444917239506
283,2019-07-31,train,27,0,0.19844402,0.049496023152281826,0.12397002344032625
283,2019-08-31,train,58,1,0.8377466,0.9986963055444794,0.918221462861351
283,2019-09-30,train,0,0,0.22193344,0.05288803645729811,0.13741073791563407
283,2019-10-31,train,0,0,0.22193344,0.05917735014534345,0.14055539475965673
283,2019-11-30,train,0,0,0.22193344,0.05917735014534345,0.14055539475965673
